2010/2011,ADO Den Haag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,-2.0,1.0,3.0,0.0,0.0,17.0,-4.0,2.0,6.0,3.0,0.3333333333333333,13.0,-3.0,5.0,8.0,4.0,0.4,12.0,-3.0,7.0,10.0,5.0,0.38461538461538464,12.0,-3.0,9.0,12.0,8.0,0.5,9.0,-1.0,13.0,14.0,11.0,0.6470588235294118,6.0,0.0,16.0,16.0,12.0,0.6666666666666666,7.0,0.0,16.0,16.0,15.0,0.7142857142857143,6.0,1.0,18.0,17.0,15.0,0.625,8.0,0.0,20.0,20.0,15.0,0.5555555555555556,8.0,-2.0,21.0,23.0,18.0,0.6428571428571429,8.0,-1.0,22.0,23.0,21.0,0.6774193548387096,7.0,0.0,23.0,23.0,22.0,0.6666666666666666,7.0,0.0,24.0,24.0,25.0,0.7352941176470589,7.0,3.0,27.0,24.0,25.0,0.7352941176470589,7.0,2.0,28.0,26.0,25.0,0.6756756756756757,8.0,0.0,28.0,28.0,26.0,0.6842105263157895,10.0,0.0,29.0,29.0,29.0,0.7073170731707317,9.0,1.0,31.0,30.0,32.0,0.7272727272727273,8.0,3.0,34.0,31.0,35.0,0.7446808510638298,7.0,7.0,39.0,32.0,38.0,0.8085106382978723,5.0,8.0,40.0,32.0,41.0,0.82,5.0,11.0,43.0,32.0,42.0,0.7924528301886793,5.0,11.0,45.0,34.0,42.0,0.7777777777777778,6.0,10.0,47.0,37.0,45.0,0.7894736842105263,4.0,14.0,52.0,38.0,45.0,0.7758620689655172,5.0,13.0,52.0,39.0,48.0,0.7868852459016393,5.0,14.0,55.0,41.0,51.0,0.8095238095238095,5.0,15.0,58.0,43.0,54.0,0.84375,4.0,16.0,59.0,43.0,54.0,0.8307692307692308,5.0,14.0,60.0,46.0,54.0,0.7941176470588235,6.0,13.0,61.0,48.0,54.0,0.7605633802816901,7.0,11.0,63.0,52.0,54.0,0.7397260273972602,7.0,8.0,63.0,55.0
2010/2011,Ajax,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,7.0,0.0,2.0,2.0,4.0,0.6666666666666666,3.0,2.0,6.0,4.0,7.0,0.7777777777777778,2.0,5.0,9.0,4.0,10.0,1.0,1.0,10.0,14.0,4.0,13.0,1.0,2.0,12.0,16.0,4.0,16.0,1.0,1.0,13.0,18.0,5.0,17.0,1.0,1.0,13.0,20.0,7.0,17.0,0.9444444444444444,2.0,12.0,21.0,9.0,20.0,0.9523809523809523,2.0,15.0,24.0,9.0,21.0,0.875,3.0,15.0,26.0,11.0,24.0,0.8888888888888888,3.0,17.0,29.0,12.0,27.0,0.9642857142857143,3.0,20.0,33.0,13.0,27.0,0.8709677419354839,3.0,19.0,33.0,14.0,27.0,0.8181818181818182,3.0,17.0,33.0,16.0,28.0,0.8235294117647058,4.0,17.0,33.0,16.0,31.0,0.9117647058823529,3.0,19.0,35.0,16.0,32.0,0.8648648648648649,4.0,19.0,36.0,17.0,35.0,0.9210526315789473,4.0,20.0,37.0,17.0,38.0,0.926829268292683,3.0,22.0,39.0,17.0,38.0,0.8636363636363636,3.0,19.0,39.0,20.0,41.0,0.8723404255319149,3.0,22.0,42.0,20.0,44.0,0.9361702127659575,3.0,24.0,44.0,20.0,45.0,0.9,3.0,24.0,46.0,22.0,48.0,0.9056603773584906,3.0,25.0,47.0,22.0,49.0,0.9074074074074074,3.0,25.0,47.0,22.0,52.0,0.9122807017543859,3.0,29.0,51.0,22.0,55.0,0.9482758620689655,3.0,31.0,54.0,23.0,55.0,0.9016393442622951,3.0,30.0,56.0,26.0,58.0,0.9206349206349206,3.0,33.0,59.0,26.0,61.0,0.953125,3.0,35.0,61.0,26.0,64.0,0.9846153846153847,3.0,36.0,63.0,27.0,67.0,0.9852941176470589,2.0,39.0,67.0,28.0,70.0,0.9859154929577465,2.0,40.0,69.0,29.0,73.0,1.0,1.0,42.0,72.0,30.0
2010/2011,AZ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,9.0,0.0,1.0,1.0,2.0,0.3333333333333333,13.0,0.0,2.0,2.0,2.0,0.2222222222222222,16.0,-2.0,3.0,5.0,3.0,0.3,14.0,-2.0,4.0,6.0,3.0,0.23076923076923078,15.0,-3.0,5.0,8.0,6.0,0.375,14.0,-2.0,6.0,8.0,9.0,0.5294117647058824,11.0,-1.0,7.0,8.0,12.0,0.6666666666666666,8.0,0.0,9.0,9.0,15.0,0.7142857142857143,7.0,1.0,10.0,9.0,18.0,0.75,6.0,4.0,13.0,9.0,18.0,0.6666666666666666,7.0,3.0,14.0,11.0,21.0,0.75,6.0,4.0,16.0,12.0,22.0,0.7096774193548387,6.0,4.0,17.0,13.0,25.0,0.7575757575757576,6.0,6.0,19.0,13.0,28.0,0.8235294117647058,5.0,7.0,21.0,14.0,29.0,0.8529411764705882,5.0,7.0,23.0,16.0,32.0,0.8648648648648649,5.0,9.0,25.0,16.0,32.0,0.8421052631578947,6.0,7.0,25.0,18.0,33.0,0.8048780487804879,5.0,7.0,27.0,20.0,34.0,0.7727272727272727,6.0,7.0,27.0,20.0,37.0,0.7872340425531915,5.0,12.0,33.0,21.0,37.0,0.7872340425531915,6.0,11.0,34.0,23.0,37.0,0.74,6.0,7.0,34.0,27.0,40.0,0.7547169811320755,6.0,9.0,36.0,27.0,43.0,0.7962962962962963,5.0,10.0,38.0,28.0,43.0,0.7543859649122807,6.0,6.0,38.0,32.0,46.0,0.7931034482758621,4.0,7.0,40.0,33.0,49.0,0.8032786885245902,4.0,9.0,43.0,34.0,52.0,0.8253968253968254,4.0,10.0,44.0,34.0,53.0,0.828125,5.0,10.0,45.0,35.0,56.0,0.8615384615384616,4.0,12.0,48.0,36.0,56.0,0.8235294117647058,4.0,11.0,49.0,38.0,59.0,0.8309859154929577,4.0,15.0,54.0,39.0,59.0,0.8082191780821918,4.0,11.0,55.0,44.0
2010/2011,De Graafschap,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,3.0,0.5,11.0,-3.0,3.0,6.0,3.0,0.3333333333333333,15.0,-4.0,4.0,8.0,3.0,0.3,17.0,-9.0,4.0,13.0,4.0,0.3076923076923077,14.0,-9.0,6.0,15.0,7.0,0.4375,13.0,-8.0,9.0,17.0,7.0,0.4117647058823529,15.0,-9.0,9.0,18.0,8.0,0.4444444444444444,15.0,-9.0,10.0,19.0,9.0,0.42857142857142855,13.0,-9.0,12.0,21.0,10.0,0.4166666666666667,13.0,-9.0,13.0,22.0,13.0,0.48148148148148145,12.0,-8.0,15.0,23.0,13.0,0.4642857142857143,12.0,-10.0,15.0,25.0,13.0,0.41935483870967744,12.0,-13.0,16.0,29.0,16.0,0.48484848484848486,12.0,-12.0,17.0,29.0,19.0,0.5588235294117647,12.0,-10.0,20.0,30.0,20.0,0.5882352941176471,11.0,-10.0,21.0,31.0,20.0,0.5405405405405406,12.0,-12.0,21.0,33.0,21.0,0.5526315789473685,12.0,-12.0,21.0,33.0,21.0,0.5121951219512195,12.0,-16.0,21.0,37.0,24.0,0.5454545454545454,12.0,-15.0,22.0,37.0,25.0,0.5319148936170213,12.0,-15.0,22.0,37.0,25.0,0.5319148936170213,12.0,-17.0,22.0,39.0,26.0,0.52,12.0,-17.0,23.0,40.0,26.0,0.49056603773584906,12.0,-19.0,23.0,42.0,27.0,0.5,14.0,-19.0,24.0,43.0,30.0,0.5263157894736842,14.0,-18.0,26.0,44.0,33.0,0.5689655172413793,14.0,-17.0,27.0,44.0,33.0,0.5409836065573771,14.0,-18.0,27.0,45.0,33.0,0.5238095238095238,14.0,-20.0,28.0,48.0,34.0,0.53125,14.0,-20.0,28.0,48.0,35.0,0.5384615384615384,15.0,-20.0,29.0,49.0,35.0,0.5147058823529411,15.0,-22.0,29.0,51.0,35.0,0.49295774647887325,15.0,-26.0,30.0,56.0,38.0,0.5205479452054794,14.0,-25.0,31.0,56.0
2010/2011,FC Groningen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,8.0,0.0,2.0,2.0,2.0,0.3333333333333333,12.0,0.0,3.0,3.0,5.0,0.5555555555555556,7.0,1.0,5.0,4.0,8.0,0.8,4.0,4.0,8.0,4.0,11.0,0.8461538461538461,4.0,5.0,9.0,4.0,14.0,0.875,3.0,7.0,11.0,4.0,15.0,0.8823529411764706,3.0,7.0,12.0,5.0,15.0,0.8333333333333334,4.0,5.0,14.0,9.0,18.0,0.8571428571428571,5.0,6.0,15.0,9.0,18.0,0.75,5.0,5.0,17.0,12.0,21.0,0.7777777777777778,5.0,7.0,20.0,13.0,24.0,0.8571428571428571,4.0,9.0,25.0,16.0,27.0,0.8709677419354839,4.0,10.0,27.0,17.0,27.0,0.8181818181818182,4.0,7.0,27.0,20.0,30.0,0.8823529411764706,3.0,9.0,29.0,20.0,30.0,0.8823529411764706,4.0,8.0,29.0,21.0,33.0,0.8918918918918919,3.0,11.0,33.0,22.0,36.0,0.9473684210526315,3.0,13.0,35.0,22.0,37.0,0.9024390243902439,4.0,13.0,37.0,24.0,37.0,0.8409090909090909,4.0,12.0,38.0,26.0,40.0,0.851063829787234,4.0,15.0,42.0,27.0,43.0,0.9148936170212766,4.0,21.0,49.0,28.0,44.0,0.88,4.0,21.0,50.0,29.0,44.0,0.8301886792452831,4.0,18.0,51.0,33.0,44.0,0.8148148148148148,4.0,14.0,52.0,38.0,44.0,0.7719298245614035,5.0,11.0,53.0,42.0,44.0,0.7586206896551724,6.0,10.0,53.0,43.0,47.0,0.7704918032786885,6.0,11.0,54.0,43.0,50.0,0.7936507936507936,6.0,12.0,57.0,45.0,50.0,0.78125,6.0,10.0,57.0,47.0,50.0,0.7692307692307693,7.0,9.0,58.0,49.0,53.0,0.7794117647058824,7.0,11.0,61.0,50.0,56.0,0.7887323943661971,5.0,13.0,65.0,52.0,57.0,0.7808219178082192,5.0,13.0,65.0,52.0
2010/2011,FC Twente,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,10.0,0.0,0.0,0.0,2.0,0.3333333333333333,14.0,0.0,0.0,0.0,5.0,0.5555555555555556,6.0,3.0,3.0,0.0,8.0,0.8,3.0,7.0,7.0,0.0,11.0,0.8461538461538461,3.0,8.0,9.0,1.0,12.0,0.75,4.0,8.0,9.0,1.0,13.0,0.7647058823529411,4.0,8.0,11.0,3.0,16.0,0.8888888888888888,3.0,10.0,15.0,5.0,19.0,0.9047619047619048,3.0,11.0,16.0,5.0,22.0,0.9166666666666666,2.0,12.0,19.0,7.0,25.0,0.9259259259259259,2.0,14.0,22.0,8.0,28.0,1.0,1.0,15.0,23.0,8.0,31.0,1.0,1.0,16.0,25.0,9.0,31.0,0.9393939393939394,2.0,15.0,26.0,11.0,31.0,0.9117647058823529,2.0,14.0,27.0,13.0,34.0,1.0,2.0,16.0,31.0,15.0,37.0,1.0,2.0,18.0,33.0,15.0,37.0,0.9736842105263158,2.0,14.0,35.0,21.0,40.0,0.975609756097561,2.0,19.0,40.0,21.0,43.0,0.9772727272727273,2.0,20.0,42.0,22.0,46.0,0.9787234042553191,2.0,21.0,44.0,23.0,47.0,1.0,2.0,21.0,45.0,24.0,50.0,1.0,2.0,22.0,46.0,24.0,51.0,0.9622641509433962,2.0,22.0,47.0,25.0,51.0,0.9444444444444444,2.0,21.0,48.0,27.0,54.0,0.9473684210526315,2.0,23.0,50.0,27.0,57.0,0.9827586206896551,2.0,24.0,52.0,28.0,60.0,0.9836065573770492,2.0,26.0,54.0,28.0,63.0,1.0,1.0,28.0,56.0,28.0,64.0,1.0,1.0,28.0,57.0,29.0,65.0,1.0,2.0,28.0,58.0,30.0,68.0,1.0,1.0,29.0,60.0,31.0,71.0,1.0,1.0,33.0,64.0,31.0,71.0,0.9726027397260274,2.0,31.0,65.0,34.0
2010/2011,FC Utrecht,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-2.0,1.0,3.0,3.0,0.5,8.0,0.0,4.0,4.0,6.0,0.6666666666666666,3.0,3.0,7.0,4.0,6.0,0.6,9.0,-1.0,7.0,8.0,6.0,0.46153846153846156,11.0,-2.0,7.0,9.0,9.0,0.5625,7.0,-1.0,10.0,11.0,9.0,0.5294117647058824,12.0,-2.0,10.0,12.0,12.0,0.6666666666666666,9.0,-1.0,12.0,13.0,13.0,0.6190476190476191,9.0,-1.0,14.0,15.0,16.0,0.6666666666666666,7.0,2.0,18.0,16.0,19.0,0.7037037037037037,6.0,4.0,20.0,16.0,19.0,0.6785714285714286,7.0,3.0,20.0,17.0,19.0,0.6129032258064516,8.0,2.0,21.0,19.0,20.0,0.6060606060606061,8.0,2.0,22.0,20.0,23.0,0.6764705882352942,9.0,6.0,26.0,20.0,23.0,0.6764705882352942,9.0,5.0,27.0,22.0,26.0,0.7027027027027027,7.0,6.0,29.0,23.0,26.0,0.6842105263157895,9.0,4.0,30.0,26.0,29.0,0.7073170731707317,8.0,5.0,32.0,27.0,32.0,0.7272727272727273,7.0,8.0,35.0,27.0,33.0,0.7021276595744681,8.0,8.0,35.0,27.0,34.0,0.723404255319149,8.0,8.0,36.0,28.0,35.0,0.7,8.0,8.0,39.0,31.0,36.0,0.6792452830188679,8.0,8.0,40.0,32.0,37.0,0.6851851851851852,8.0,8.0,41.0,33.0,38.0,0.6666666666666666,8.0,8.0,42.0,34.0,41.0,0.7068965517241379,8.0,9.0,43.0,34.0,41.0,0.6721311475409836,8.0,8.0,43.0,35.0,41.0,0.6507936507936508,8.0,7.0,45.0,38.0,41.0,0.640625,8.0,3.0,45.0,42.0,41.0,0.6307692307692307,8.0,0.0,45.0,45.0,44.0,0.6470588235294118,8.0,2.0,49.0,47.0,44.0,0.6197183098591549,9.0,0.0,50.0,50.0,47.0,0.6438356164383562,9.0,4.0,55.0,51.0
2010/2011,Feyenoord,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,0.5,6.0,1.0,5.0,4.0,4.0,0.4444444444444444,9.0,1.0,6.0,5.0,7.0,0.7,5.0,5.0,10.0,5.0,7.0,0.5384615384615384,8.0,3.0,10.0,7.0,7.0,0.4375,10.0,2.0,11.0,9.0,7.0,0.4117647058823529,13.0,-1.0,11.0,12.0,8.0,0.4444444444444444,13.0,-1.0,12.0,13.0,8.0,0.38095238095238093,15.0,-2.0,12.0,14.0,8.0,0.3333333333333333,15.0,-12.0,12.0,24.0,11.0,0.4074074074074074,15.0,-9.0,15.0,24.0,11.0,0.39285714285714285,15.0,-10.0,16.0,26.0,12.0,0.3870967741935484,14.0,-10.0,17.0,27.0,13.0,0.3939393939393939,14.0,-10.0,19.0,29.0,13.0,0.38235294117647056,16.0,-12.0,19.0,31.0,16.0,0.47058823529411764,15.0,-11.0,21.0,32.0,17.0,0.4594594594594595,14.0,-11.0,22.0,33.0,20.0,0.5263157894736842,13.0,-10.0,23.0,33.0,20.0,0.4878048780487805,13.0,-12.0,23.0,35.0,20.0,0.45454545454545453,14.0,-13.0,23.0,36.0,20.0,0.425531914893617,15.0,-14.0,24.0,38.0,21.0,0.44680851063829785,15.0,-14.0,25.0,39.0,24.0,0.48,14.0,-13.0,27.0,40.0,25.0,0.4716981132075472,15.0,-13.0,29.0,42.0,28.0,0.5185185185185185,13.0,-9.0,34.0,43.0,31.0,0.543859649122807,13.0,-8.0,35.0,43.0,34.0,0.5862068965517241,11.0,-7.0,37.0,44.0,34.0,0.5573770491803278,12.0,-10.0,37.0,47.0,34.0,0.5396825396825397,13.0,-11.0,37.0,48.0,37.0,0.578125,11.0,-7.0,41.0,48.0,40.0,0.6153846153846154,10.0,-2.0,47.0,49.0,43.0,0.6323529411764706,10.0,0.0,50.0,50.0,43.0,0.6056338028169014,10.0,-1.0,52.0,53.0,44.0,0.6027397260273972,10.0,-1.0,53.0,54.0
2010/2011,Heracles Almelo,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,0.5,5.0,2.0,3.0,1.0,4.0,0.4444444444444444,8.0,2.0,4.0,2.0,4.0,0.4,11.0,0.0,6.0,6.0,4.0,0.3076923076923077,13.0,-1.0,7.0,8.0,5.0,0.3125,15.0,-1.0,7.0,8.0,5.0,0.29411764705882354,17.0,-2.0,9.0,11.0,5.0,0.2777777777777778,17.0,-3.0,10.0,13.0,8.0,0.38095238095238093,14.0,-2.0,13.0,15.0,9.0,0.375,14.0,-2.0,14.0,16.0,12.0,0.4444444444444444,13.0,1.0,18.0,17.0,12.0,0.42857142857142855,13.0,-2.0,19.0,21.0,12.0,0.3870967741935484,13.0,-3.0,21.0,24.0,15.0,0.45454545454545453,13.0,0.0,24.0,24.0,15.0,0.4411764705882353,14.0,-2.0,24.0,26.0,18.0,0.5294117647058824,13.0,-1.0,26.0,27.0,18.0,0.4864864864864865,13.0,-4.0,28.0,32.0,19.0,0.5,14.0,-4.0,30.0,34.0,19.0,0.4634146341463415,14.0,-9.0,30.0,39.0,20.0,0.45454545454545453,13.0,-9.0,30.0,39.0,21.0,0.44680851063829785,13.0,-9.0,31.0,40.0,24.0,0.5106382978723404,13.0,-8.0,32.0,40.0,24.0,0.48,13.0,-9.0,33.0,42.0,25.0,0.4716981132075472,13.0,-9.0,34.0,43.0,28.0,0.5185185185185185,12.0,-4.0,40.0,44.0,31.0,0.543859649122807,12.0,-1.0,44.0,45.0,34.0,0.5862068965517241,10.0,2.0,48.0,46.0,37.0,0.6065573770491803,9.0,4.0,52.0,48.0,37.0,0.5873015873015873,9.0,1.0,52.0,51.0,40.0,0.625,9.0,5.0,58.0,53.0,40.0,0.6153846153846154,9.0,3.0,58.0,55.0,43.0,0.6323529411764706,9.0,5.0,60.0,55.0,46.0,0.647887323943662,8.0,6.0,62.0,56.0,49.0,0.6712328767123288,8.0,9.0,65.0,56.0
2010/2011,NAC Breda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,16.0,-2.0,2.0,4.0,0.0,0.0,17.0,-4.0,3.0,7.0,3.0,0.3,13.0,-2.0,5.0,7.0,6.0,0.46153846153846156,10.0,0.0,7.0,7.0,7.0,0.4375,11.0,0.0,7.0,7.0,10.0,0.5882352941176471,8.0,1.0,9.0,8.0,13.0,0.7222222222222222,6.0,3.0,11.0,8.0,13.0,0.6190476190476191,8.0,0.0,11.0,11.0,13.0,0.5416666666666666,11.0,-1.0,12.0,13.0,13.0,0.48148148148148145,11.0,-4.0,13.0,17.0,16.0,0.5714285714285714,10.0,-2.0,15.0,17.0,16.0,0.5161290322580645,11.0,-3.0,16.0,19.0,19.0,0.5757575757575758,11.0,-2.0,18.0,20.0,19.0,0.5588235294117647,11.0,-5.0,18.0,23.0,22.0,0.6470588235294118,10.0,-3.0,22.0,25.0,25.0,0.6756756756756757,9.0,-1.0,25.0,26.0,28.0,0.7368421052631579,7.0,1.0,28.0,27.0,29.0,0.7073170731707317,10.0,1.0,29.0,28.0,30.0,0.6818181818181818,10.0,1.0,31.0,30.0,30.0,0.6382978723404256,10.0,-2.0,31.0,33.0,30.0,0.6382978723404256,10.0,-5.0,31.0,36.0,30.0,0.6,11.0,-7.0,31.0,38.0,30.0,0.5660377358490566,11.0,-10.0,32.0,42.0,33.0,0.6111111111111112,10.0,-9.0,35.0,44.0,33.0,0.5789473684210527,10.0,-11.0,35.0,46.0,33.0,0.5689655172413793,13.0,-12.0,36.0,48.0,33.0,0.5409836065573771,13.0,-13.0,36.0,49.0,36.0,0.5714285714285714,11.0,-11.0,39.0,50.0,37.0,0.578125,12.0,-11.0,40.0,51.0,37.0,0.5692307692307692,13.0,-12.0,41.0,53.0,37.0,0.5441176470588235,13.0,-16.0,42.0,58.0,37.0,0.5211267605633803,13.0,-17.0,43.0,60.0,40.0,0.547945205479452,13.0,-16.0,44.0,60.0
2010/2011,N.E.C.,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,1.0,1.0,0.0,6.0,1.0,2.0,3.0,6.0,3.0,6.0,0.6666666666666666,4.0,1.0,8.0,7.0,7.0,0.7,6.0,1.0,10.0,9.0,7.0,0.5384615384615384,9.0,-1.0,11.0,12.0,7.0,0.4375,12.0,-2.0,11.0,13.0,10.0,0.5882352941176471,7.0,1.0,14.0,13.0,10.0,0.5555555555555556,11.0,-1.0,14.0,15.0,10.0,0.47619047619047616,11.0,-2.0,16.0,18.0,13.0,0.5416666666666666,10.0,-1.0,19.0,20.0,14.0,0.5185185185185185,9.0,-1.0,20.0,21.0,15.0,0.5357142857142857,11.0,-1.0,20.0,21.0,18.0,0.5806451612903226,10.0,2.0,24.0,22.0,19.0,0.5757575757575758,10.0,2.0,25.0,23.0,19.0,0.5588235294117647,10.0,-2.0,25.0,27.0,19.0,0.5588235294117647,12.0,-4.0,27.0,31.0,20.0,0.5405405405405406,11.0,-4.0,28.0,32.0,23.0,0.6052631578947368,11.0,-2.0,31.0,33.0,24.0,0.5853658536585366,11.0,-2.0,33.0,35.0,25.0,0.5681818181818182,11.0,-2.0,35.0,37.0,26.0,0.5531914893617021,11.0,-2.0,36.0,38.0,27.0,0.574468085106383,11.0,-2.0,36.0,38.0,30.0,0.6,10.0,0.0,38.0,38.0,31.0,0.5849056603773585,10.0,0.0,39.0,39.0,32.0,0.5925925925925926,11.0,0.0,40.0,40.0,32.0,0.5614035087719298,11.0,-4.0,41.0,45.0,33.0,0.5689655172413793,12.0,-4.0,43.0,47.0,36.0,0.5901639344262295,10.0,-3.0,44.0,47.0,36.0,0.5714285714285714,10.0,-4.0,45.0,49.0,39.0,0.609375,10.0,-1.0,49.0,50.0,39.0,0.6,12.0,-2.0,50.0,52.0,39.0,0.5735294117647058,12.0,-4.0,51.0,55.0,42.0,0.5915492957746479,11.0,1.0,56.0,55.0,43.0,0.589041095890411,11.0,1.0,57.0,56.0
2010/2011,PSV,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,8.0,9.0,1.0,9.0,1.0,1.0,10.0,12.0,2.0,10.0,1.0,2.0,10.0,14.0,4.0,13.0,1.0,1.0,12.0,17.0,5.0,14.0,0.875,2.0,12.0,17.0,5.0,15.0,0.8823529411764706,2.0,12.0,18.0,6.0,18.0,1.0,1.0,15.0,21.0,6.0,21.0,1.0,1.0,17.0,25.0,8.0,24.0,1.0,1.0,27.0,35.0,8.0,27.0,1.0,1.0,29.0,37.0,8.0,27.0,0.9642857142857143,2.0,28.0,37.0,9.0,30.0,0.967741935483871,2.0,29.0,39.0,10.0,33.0,1.0,1.0,31.0,43.0,12.0,34.0,1.0,1.0,31.0,43.0,12.0,34.0,1.0,1.0,29.0,45.0,16.0,37.0,1.0,1.0,32.0,50.0,18.0,38.0,1.0,1.0,32.0,50.0,18.0,41.0,1.0,1.0,34.0,53.0,19.0,44.0,1.0,1.0,37.0,56.0,19.0,47.0,1.0,1.0,38.0,58.0,20.0,47.0,1.0,1.0,37.0,58.0,21.0,50.0,1.0,1.0,41.0,62.0,21.0,53.0,1.0,1.0,44.0,66.0,22.0,54.0,1.0,1.0,44.0,66.0,22.0,57.0,1.0,1.0,45.0,69.0,24.0,58.0,1.0,1.0,45.0,71.0,26.0,61.0,1.0,1.0,46.0,72.0,26.0,61.0,0.9682539682539683,2.0,44.0,72.0,28.0,62.0,0.96875,2.0,44.0,74.0,30.0,65.0,1.0,1.0,46.0,76.0,30.0,65.0,0.9558823529411765,3.0,44.0,77.0,33.0,68.0,0.9577464788732394,3.0,45.0,79.0,34.0,69.0,0.9452054794520548,3.0,45.0,79.0,34.0
2010/2011,Roda JC Kerkrade,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,11.0,0.0,0.0,0.0,4.0,0.6666666666666666,4.0,2.0,3.0,1.0,4.0,0.4444444444444444,11.0,-1.0,3.0,4.0,7.0,0.7,7.0,1.0,7.0,6.0,10.0,0.7692307692307693,5.0,2.0,9.0,7.0,11.0,0.6875,5.0,2.0,9.0,7.0,12.0,0.7058823529411765,5.0,2.0,11.0,9.0,15.0,0.8333333333333334,5.0,3.0,13.0,10.0,18.0,0.8571428571428571,4.0,6.0,17.0,11.0,21.0,0.875,4.0,7.0,19.0,12.0,22.0,0.8148148148148148,4.0,7.0,20.0,13.0,23.0,0.8214285714285714,5.0,7.0,22.0,15.0,24.0,0.7741935483870968,5.0,7.0,23.0,16.0,25.0,0.7575757575757576,5.0,7.0,24.0,17.0,25.0,0.7352941176470589,6.0,5.0,25.0,20.0,28.0,0.8235294117647058,6.0,6.0,26.0,20.0,31.0,0.8378378378378378,6.0,10.0,30.0,20.0,32.0,0.8421052631578947,5.0,10.0,31.0,21.0,32.0,0.7804878048780488,6.0,8.0,32.0,24.0,35.0,0.7954545454545454,5.0,11.0,35.0,24.0,35.0,0.7446808510638298,6.0,8.0,37.0,29.0,35.0,0.7446808510638298,7.0,7.0,37.0,30.0,36.0,0.72,7.0,7.0,39.0,32.0,39.0,0.7358490566037735,7.0,10.0,43.0,33.0,40.0,0.7407407407407407,7.0,10.0,44.0,34.0,41.0,0.7192982456140351,7.0,10.0,45.0,35.0,41.0,0.7068965517241379,7.0,9.0,46.0,37.0,44.0,0.7213114754098361,7.0,12.0,49.0,37.0,47.0,0.746031746031746,7.0,13.0,54.0,41.0,48.0,0.75,7.0,13.0,55.0,42.0,51.0,0.7846153846153846,6.0,16.0,60.0,44.0,54.0,0.7941176470588235,5.0,20.0,65.0,45.0,54.0,0.7605633802816901,6.0,15.0,65.0,50.0,55.0,0.7534246575342466,6.0,15.0,65.0,50.0
2010/2011,Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,-3.0,0.0,3.0,3.0,0.5,10.0,-2.0,3.0,5.0,6.0,0.6666666666666666,5.0,0.0,7.0,7.0,7.0,0.7,8.0,0.0,8.0,8.0,10.0,0.7692307692307693,6.0,1.0,10.0,9.0,10.0,0.625,6.0,-1.0,10.0,11.0,10.0,0.5882352941176471,9.0,-3.0,10.0,13.0,10.0,0.5555555555555556,12.0,-4.0,11.0,15.0,10.0,0.47619047619047616,12.0,-5.0,12.0,17.0,11.0,0.4583333333333333,12.0,-5.0,14.0,19.0,11.0,0.4074074074074074,14.0,-7.0,14.0,21.0,11.0,0.39285714285714285,14.0,-9.0,14.0,23.0,11.0,0.3548387096774194,15.0,-10.0,15.0,25.0,11.0,0.3333333333333333,16.0,-12.0,17.0,29.0,14.0,0.4117647058823529,15.0,-11.0,18.0,29.0,15.0,0.4411764705882353,16.0,-11.0,19.0,30.0,15.0,0.40540540540540543,16.0,-13.0,20.0,33.0,15.0,0.39473684210526316,16.0,-14.0,20.0,34.0,16.0,0.3902439024390244,16.0,-14.0,22.0,36.0,16.0,0.36363636363636365,16.0,-17.0,22.0,39.0,16.0,0.3404255319148936,16.0,-21.0,23.0,44.0,19.0,0.40425531914893614,16.0,-20.0,25.0,45.0,19.0,0.38,16.0,-22.0,25.0,47.0,22.0,0.41509433962264153,16.0,-18.0,29.0,47.0,22.0,0.4074074074074074,16.0,-19.0,29.0,48.0,22.0,0.38596491228070173,16.0,-20.0,31.0,51.0,22.0,0.3793103448275862,16.0,-23.0,32.0,55.0,22.0,0.36065573770491804,16.0,-25.0,32.0,57.0,25.0,0.3968253968253968,16.0,-24.0,35.0,59.0,26.0,0.40625,16.0,-24.0,35.0,59.0,29.0,0.4461538461538462,16.0,-23.0,37.0,60.0,29.0,0.4264705882352941,16.0,-26.0,38.0,64.0,32.0,0.4507042253521127,16.0,-24.0,41.0,65.0,35.0,0.4794520547945205,16.0,-21.0,45.0,66.0
