2010/2011,1. FC Köln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,-2.0,1.0,3.0,0.0,0.0,17.0,-4.0,3.0,7.0,3.0,0.3333333333333333,14.0,-3.0,4.0,7.0,4.0,0.3333333333333333,12.0,-3.0,4.0,7.0,4.0,0.26666666666666666,13.0,-5.0,4.0,9.0,5.0,0.2777777777777778,15.0,-5.0,5.0,10.0,5.0,0.23809523809523808,16.0,-6.0,7.0,13.0,5.0,0.23809523809523808,17.0,-7.0,8.0,15.0,5.0,0.20833333333333334,18.0,-8.0,9.0,17.0,8.0,0.32,15.0,-7.0,12.0,19.0,8.0,0.2857142857142857,17.0,-9.0,13.0,22.0,8.0,0.25806451612903225,18.0,-13.0,13.0,26.0,11.0,0.3235294117647059,17.0,-12.0,14.0,26.0,12.0,0.32432432432432434,16.0,-12.0,15.0,27.0,12.0,0.3,17.0,-13.0,17.0,30.0,15.0,0.3488372093023256,16.0,-12.0,18.0,30.0,15.0,0.3488372093023256,16.0,-15.0,18.0,33.0,16.0,0.34782608695652173,16.0,-15.0,19.0,34.0,19.0,0.40425531914893614,15.0,-12.0,22.0,34.0,19.0,0.38,16.0,-15.0,22.0,37.0,22.0,0.43137254901960786,16.0,-14.0,25.0,39.0,25.0,0.4807692307692308,13.0,-12.0,29.0,41.0,26.0,0.4727272727272727,13.0,-12.0,30.0,42.0,29.0,0.5,11.0,-11.0,31.0,42.0,29.0,0.47540983606557374,11.0,-12.0,31.0,43.0,32.0,0.5245901639344263,11.0,-8.0,35.0,43.0,32.0,0.5161290322580645,11.0,-12.0,37.0,49.0,35.0,0.5384615384615384,11.0,-11.0,38.0,49.0,35.0,0.5303030303030303,11.0,-15.0,39.0,54.0,35.0,0.5072463768115942,12.0,-17.0,40.0,57.0,35.0,0.5072463768115942,14.0,-20.0,41.0,61.0,38.0,0.5277777777777778,14.0,-18.0,43.0,61.0,41.0,0.5694444444444444,13.0,-16.0,45.0,61.0,44.0,0.5866666666666667,10.0,-15.0,47.0,62.0
2010/2011,1. FC Nürnberg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,9.0,0.0,1.0,1.0,1.0,0.16666666666666666,13.0,-1.0,2.0,3.0,2.0,0.2222222222222222,15.0,-1.0,3.0,4.0,3.0,0.25,16.0,-1.0,3.0,4.0,6.0,0.4,12.0,0.0,5.0,5.0,6.0,0.3333333333333333,14.0,-2.0,5.0,7.0,9.0,0.42857142857142855,11.0,-1.0,7.0,8.0,9.0,0.42857142857142855,13.0,-2.0,9.0,11.0,12.0,0.5,12.0,-1.0,11.0,12.0,15.0,0.6,9.0,0.0,14.0,14.0,18.0,0.6428571428571429,6.0,2.0,17.0,15.0,18.0,0.5806451612903226,10.0,-1.0,17.0,18.0,18.0,0.5294117647058824,10.0,-3.0,18.0,21.0,18.0,0.4864864864864865,10.0,-6.0,18.0,24.0,18.0,0.45,11.0,-8.0,18.0,26.0,19.0,0.4418604651162791,11.0,-8.0,19.0,27.0,22.0,0.5116279069767442,11.0,-6.0,22.0,28.0,22.0,0.4782608695652174,12.0,-7.0,22.0,29.0,23.0,0.48936170212765956,12.0,-7.0,23.0,30.0,26.0,0.52,10.0,-5.0,25.0,30.0,29.0,0.5686274509803921,9.0,-4.0,26.0,30.0,32.0,0.6153846153846154,9.0,-1.0,30.0,31.0,35.0,0.6363636363636364,8.0,2.0,33.0,31.0,36.0,0.6206896551724138,8.0,2.0,34.0,32.0,39.0,0.639344262295082,6.0,7.0,39.0,32.0,42.0,0.6885245901639344,6.0,8.0,41.0,33.0,42.0,0.6774193548387096,6.0,6.0,42.0,36.0,42.0,0.6461538461538462,6.0,5.0,42.0,37.0,43.0,0.6515151515151515,6.0,5.0,43.0,38.0,46.0,0.6666666666666666,6.0,7.0,45.0,38.0,47.0,0.6811594202898551,6.0,7.0,45.0,38.0,47.0,0.6527777777777778,6.0,5.0,45.0,40.0,47.0,0.6527777777777778,6.0,4.0,46.0,42.0,47.0,0.6266666666666667,6.0,2.0,47.0,45.0
2010/2011,1. FSV Mainz 05,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,2.0,0.0,6.0,1.0,3.0,3.0,6.0,3.0,9.0,1.0,2.0,4.0,8.0,4.0,12.0,1.0,1.0,6.0,10.0,4.0,15.0,1.0,1.0,8.0,12.0,4.0,18.0,1.0,1.0,9.0,14.0,5.0,21.0,1.0,1.0,11.0,18.0,7.0,21.0,1.0,2.0,10.0,18.0,8.0,24.0,1.0,1.0,11.0,19.0,8.0,24.0,0.96,2.0,9.0,19.0,10.0,24.0,0.8571428571428571,2.0,8.0,19.0,11.0,24.0,0.7741935483870968,3.0,7.0,19.0,12.0,27.0,0.7941176470588235,2.0,8.0,22.0,14.0,30.0,0.8108108108108109,2.0,11.0,25.0,14.0,30.0,0.75,2.0,10.0,26.0,16.0,30.0,0.6976744186046512,4.0,9.0,26.0,17.0,33.0,0.7674418604651163,2.0,11.0,30.0,19.0,33.0,0.717391304347826,3.0,10.0,30.0,20.0,33.0,0.7021276595744681,5.0,9.0,30.0,21.0,36.0,0.72,4.0,10.0,31.0,21.0,37.0,0.7254901960784313,3.0,10.0,32.0,22.0,37.0,0.7115384615384616,5.0,8.0,34.0,26.0,37.0,0.6727272727272727,5.0,6.0,35.0,29.0,40.0,0.6896551724137931,5.0,7.0,37.0,30.0,43.0,0.7049180327868853,4.0,9.0,41.0,32.0,43.0,0.7049180327868853,5.0,8.0,41.0,33.0,44.0,0.7096774193548387,5.0,8.0,42.0,34.0,45.0,0.6923076923076923,5.0,8.0,43.0,35.0,45.0,0.6818181818181818,5.0,6.0,43.0,37.0,48.0,0.6956521739130435,5.0,7.0,44.0,37.0,49.0,0.7101449275362319,5.0,7.0,44.0,37.0,52.0,0.7222222222222222,5.0,10.0,47.0,37.0,55.0,0.7638888888888888,5.0,12.0,50.0,38.0,58.0,0.7733333333333333,5.0,13.0,52.0,39.0
2010/2011,1899 Hoffenheim,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,4.0,1.0,6.0,1.0,2.0,4.0,5.0,1.0,9.0,1.0,1.0,6.0,7.0,1.0,10.0,0.8333333333333334,2.0,6.0,9.0,3.0,10.0,0.6666666666666666,3.0,5.0,10.0,5.0,11.0,0.6111111111111112,4.0,5.0,11.0,6.0,11.0,0.5238095238095238,6.0,3.0,13.0,10.0,14.0,0.6666666666666666,4.0,4.0,16.0,12.0,15.0,0.625,4.0,4.0,17.0,13.0,18.0,0.72,3.0,8.0,21.0,13.0,18.0,0.6428571428571429,5.0,7.0,22.0,15.0,18.0,0.5806451612903226,8.0,6.0,22.0,16.0,21.0,0.6176470588235294,5.0,10.0,26.0,16.0,22.0,0.5945945945945946,6.0,10.0,28.0,18.0,23.0,0.575,6.0,10.0,29.0,19.0,24.0,0.5581395348837209,7.0,10.0,30.0,20.0,25.0,0.5813953488372093,8.0,10.0,32.0,22.0,25.0,0.5434782608695652,9.0,9.0,33.0,24.0,26.0,0.5531914893617021,8.0,9.0,35.0,26.0,29.0,0.58,8.0,10.0,36.0,26.0,32.0,0.6274509803921569,7.0,11.0,39.0,28.0,32.0,0.6153846153846154,8.0,7.0,39.0,32.0,33.0,0.6,9.0,7.0,40.0,33.0,33.0,0.5689655172413793,9.0,6.0,41.0,35.0,33.0,0.5409836065573771,9.0,4.0,41.0,37.0,36.0,0.5901639344262295,9.0,5.0,42.0,37.0,36.0,0.5806451612903226,9.0,3.0,42.0,39.0,37.0,0.5692307692307692,9.0,3.0,42.0,39.0,37.0,0.5606060606060606,10.0,2.0,44.0,42.0,40.0,0.5797101449275363,9.0,3.0,45.0,42.0,40.0,0.5797101449275363,9.0,2.0,46.0,44.0,40.0,0.5555555555555556,9.0,1.0,47.0,46.0,43.0,0.5972222222222222,9.0,2.0,49.0,47.0,43.0,0.5733333333333334,11.0,0.0,50.0,50.0
2010/2011,Bayer Leverkusen,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,2.0,2.0,0.0,3.0,0.5,9.0,-1.0,5.0,6.0,4.0,0.4444444444444444,8.0,-1.0,7.0,8.0,5.0,0.4166666666666667,8.0,-1.0,7.0,8.0,8.0,0.5333333333333333,7.0,0.0,9.0,9.0,11.0,0.6111111111111112,5.0,3.0,13.0,10.0,12.0,0.5714285714285714,4.0,3.0,15.0,12.0,15.0,0.7142857142857143,3.0,4.0,18.0,14.0,15.0,0.625,5.0,3.0,18.0,15.0,18.0,0.72,4.0,4.0,19.0,15.0,21.0,0.75,3.0,6.0,22.0,16.0,24.0,0.7741935483870968,2.0,7.0,23.0,16.0,25.0,0.7352941176470589,3.0,7.0,24.0,17.0,26.0,0.7027027027027027,3.0,7.0,26.0,19.0,29.0,0.725,3.0,8.0,29.0,21.0,32.0,0.7441860465116279,2.0,10.0,33.0,23.0,33.0,0.7674418604651163,3.0,10.0,35.0,25.0,33.0,0.717391304347826,4.0,8.0,36.0,28.0,36.0,0.7659574468085106,2.0,10.0,39.0,29.0,39.0,0.78,2.0,12.0,41.0,29.0,39.0,0.7647058823529411,2.0,11.0,41.0,30.0,42.0,0.8076923076923077,2.0,14.0,44.0,30.0,45.0,0.8181818181818182,2.0,16.0,48.0,32.0,46.0,0.7931034482758621,2.0,16.0,50.0,34.0,49.0,0.8032786885245902,2.0,19.0,53.0,34.0,52.0,0.8524590163934426,2.0,20.0,54.0,34.0,55.0,0.8870967741935484,2.0,22.0,56.0,34.0,58.0,0.8923076923076924,2.0,23.0,57.0,34.0,61.0,0.9242424242424242,2.0,24.0,59.0,35.0,61.0,0.8840579710144928,2.0,20.0,60.0,40.0,64.0,0.927536231884058,2.0,21.0,62.0,41.0,64.0,0.8888888888888888,2.0,19.0,62.0,43.0,65.0,0.9027777777777778,2.0,19.0,63.0,44.0,68.0,0.9066666666666666,2.0,20.0,64.0,44.0
2010/2011,Bayern München,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,1.0,2.0,1.0,3.0,0.5,12.0,-1.0,2.0,3.0,4.0,0.4444444444444444,11.0,-1.0,2.0,3.0,5.0,0.4166666666666667,9.0,-1.0,2.0,3.0,8.0,0.5333333333333333,8.0,0.0,4.0,4.0,8.0,0.4444444444444444,9.0,-1.0,5.0,6.0,8.0,0.38095238095238093,12.0,-3.0,5.0,8.0,11.0,0.5238095238095238,10.0,0.0,8.0,8.0,12.0,0.5,11.0,0.0,8.0,8.0,15.0,0.6,7.0,2.0,12.0,10.0,16.0,0.5714285714285714,9.0,2.0,15.0,13.0,19.0,0.6129032258064516,6.0,5.0,18.0,13.0,20.0,0.5882352941176471,8.0,5.0,19.0,14.0,23.0,0.6216216216216216,5.0,8.0,23.0,15.0,23.0,0.575,7.0,6.0,23.0,17.0,26.0,0.6046511627906976,6.0,9.0,26.0,17.0,29.0,0.6744186046511628,5.0,11.0,31.0,20.0,30.0,0.6521739130434783,5.0,11.0,32.0,21.0,33.0,0.7021276595744681,4.0,15.0,37.0,22.0,36.0,0.72,3.0,17.0,40.0,23.0,36.0,0.7058823529411765,5.0,16.0,42.0,26.0,39.0,0.75,3.0,20.0,46.0,26.0,42.0,0.7636363636363637,3.0,22.0,49.0,27.0,42.0,0.7241379310344828,4.0,20.0,50.0,30.0,42.0,0.6885245901639344,5.0,18.0,51.0,33.0,45.0,0.7377049180327869,4.0,24.0,57.0,33.0,48.0,0.7741935483870968,4.0,25.0,59.0,34.0,51.0,0.7846153846153846,3.0,26.0,60.0,34.0,52.0,0.7878787878787878,4.0,26.0,61.0,35.0,55.0,0.7971014492753623,3.0,30.0,66.0,36.0,56.0,0.8115942028985508,4.0,30.0,67.0,37.0,59.0,0.8194444444444444,3.0,33.0,71.0,38.0,62.0,0.8611111111111112,3.0,40.0,79.0,39.0,65.0,0.8666666666666667,3.0,41.0,81.0,40.0
2010/2011,Bor. Mönchengladbach,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,10.0,0.0,1.0,1.0,4.0,0.6666666666666666,6.0,3.0,7.0,4.0,4.0,0.4444444444444444,9.0,-1.0,7.0,8.0,4.0,0.3333333333333333,13.0,-8.0,7.0,15.0,4.0,0.26666666666666666,15.0,-9.0,8.0,17.0,5.0,0.2777777777777778,16.0,-9.0,10.0,19.0,6.0,0.2857142857142857,15.0,-9.0,11.0,20.0,6.0,0.2857142857142857,15.0,-10.0,13.0,23.0,6.0,0.25,17.0,-13.0,14.0,27.0,6.0,0.24,18.0,-16.0,14.0,30.0,7.0,0.25,18.0,-16.0,17.0,33.0,10.0,0.3225806451612903,17.0,-12.0,21.0,33.0,10.0,0.29411764705882354,18.0,-13.0,23.0,36.0,10.0,0.2702702702702703,18.0,-16.0,24.0,40.0,10.0,0.25,18.0,-17.0,25.0,42.0,10.0,0.23255813953488372,18.0,-20.0,25.0,45.0,10.0,0.23255813953488372,18.0,-21.0,26.0,47.0,13.0,0.2826086956521739,18.0,-20.0,27.0,47.0,13.0,0.2765957446808511,18.0,-22.0,28.0,50.0,16.0,0.32,18.0,-21.0,29.0,50.0,16.0,0.3137254901960784,18.0,-22.0,31.0,53.0,16.0,0.3076923076923077,18.0,-24.0,32.0,56.0,19.0,0.34545454545454546,18.0,-23.0,34.0,57.0,19.0,0.3275862068965517,18.0,-24.0,35.0,59.0,22.0,0.36065573770491804,18.0,-22.0,37.0,59.0,23.0,0.3770491803278688,18.0,-22.0,38.0,60.0,23.0,0.3709677419354839,18.0,-23.0,38.0,61.0,23.0,0.35384615384615387,18.0,-24.0,38.0,62.0,26.0,0.3939393939393939,18.0,-20.0,43.0,63.0,26.0,0.37681159420289856,18.0,-21.0,43.0,64.0,29.0,0.42028985507246375,17.0,-20.0,44.0,64.0,32.0,0.4444444444444444,17.0,-19.0,45.0,64.0,35.0,0.4861111111111111,16.0,-17.0,47.0,64.0,36.0,0.48,16.0,-17.0,48.0,65.0
2010/2011,Borussia Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-2.0,0.0,2.0,3.0,0.5,8.0,0.0,3.0,3.0,6.0,0.6666666666666666,6.0,2.0,5.0,3.0,9.0,0.75,3.0,4.0,8.0,4.0,12.0,0.8,2.0,9.0,13.0,4.0,15.0,0.8333333333333334,2.0,11.0,16.0,5.0,18.0,0.8571428571428571,2.0,13.0,18.0,5.0,21.0,1.0,1.0,14.0,20.0,6.0,22.0,0.9166666666666666,2.0,14.0,21.0,7.0,25.0,1.0,1.0,16.0,23.0,7.0,28.0,1.0,1.0,20.0,27.0,7.0,31.0,1.0,1.0,22.0,29.0,7.0,34.0,1.0,1.0,23.0,31.0,8.0,37.0,1.0,1.0,26.0,35.0,9.0,40.0,1.0,1.0,28.0,37.0,9.0,43.0,1.0,1.0,30.0,39.0,9.0,43.0,1.0,1.0,29.0,39.0,10.0,46.0,1.0,1.0,31.0,42.0,11.0,47.0,1.0,1.0,31.0,43.0,12.0,50.0,1.0,1.0,34.0,46.0,12.0,51.0,1.0,1.0,34.0,46.0,12.0,52.0,1.0,1.0,34.0,47.0,13.0,55.0,1.0,1.0,36.0,49.0,13.0,58.0,1.0,1.0,38.0,52.0,14.0,61.0,1.0,1.0,39.0,53.0,14.0,61.0,1.0,1.0,38.0,53.0,15.0,62.0,1.0,1.0,38.0,54.0,16.0,65.0,1.0,1.0,41.0,58.0,17.0,66.0,1.0,1.0,41.0,59.0,18.0,69.0,1.0,1.0,44.0,62.0,18.0,69.0,1.0,1.0,43.0,62.0,19.0,72.0,1.0,1.0,45.0,64.0,19.0,72.0,1.0,1.0,43.0,64.0,21.0,75.0,1.0,1.0,45.0,67.0,22.0
2010/2011,Eintracht Frankfurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-1.0,1.0,2.0,0.0,0.0,16.0,-3.0,2.0,5.0,3.0,0.3333333333333333,12.0,1.0,6.0,5.0,3.0,0.25,15.0,0.0,6.0,6.0,3.0,0.2,17.0,-1.0,7.0,8.0,6.0,0.3333333333333333,13.0,1.0,9.0,8.0,9.0,0.42857142857142855,10.0,2.0,11.0,9.0,12.0,0.5714285714285714,8.0,5.0,14.0,9.0,13.0,0.5416666666666666,9.0,5.0,14.0,9.0,16.0,0.64,5.0,7.0,17.0,10.0,19.0,0.6785714285714286,4.0,9.0,20.0,11.0,20.0,0.6451612903225806,5.0,9.0,20.0,11.0,20.0,0.5882352941176471,7.0,5.0,20.0,15.0,20.0,0.5405405405405406,9.0,2.0,21.0,19.0,23.0,0.575,8.0,3.0,23.0,20.0,23.0,0.5348837209302325,8.0,2.0,23.0,21.0,26.0,0.6046511627906976,7.0,3.0,24.0,21.0,26.0,0.5652173913043478,8.0,0.0,24.0,24.0,26.0,0.5531914893617021,9.0,-1.0,24.0,25.0,26.0,0.52,9.0,-2.0,24.0,26.0,27.0,0.5294117647058824,10.0,-2.0,24.0,26.0,27.0,0.5192307692307693,12.0,-5.0,24.0,29.0,27.0,0.4909090909090909,12.0,-8.0,24.0,32.0,27.0,0.46551724137931033,13.0,-10.0,24.0,34.0,28.0,0.45901639344262296,12.0,-10.0,24.0,34.0,28.0,0.45901639344262296,15.0,-11.0,25.0,36.0,31.0,0.5,14.0,-10.0,27.0,37.0,32.0,0.49230769230769234,13.0,-10.0,28.0,38.0,33.0,0.5,14.0,-10.0,29.0,39.0,33.0,0.4782608695652174,15.0,-11.0,29.0,40.0,34.0,0.4927536231884058,15.0,-11.0,30.0,41.0,34.0,0.4722222222222222,16.0,-14.0,30.0,44.0,34.0,0.4722222222222222,17.0,-16.0,30.0,46.0,34.0,0.4533333333333333,17.0,-18.0,31.0,49.0
2010/2011,FC Schalke 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-1.0,1.0,2.0,0.0,0.0,15.0,-2.0,2.0,4.0,0.0,0.0,17.0,-4.0,2.0,6.0,0.0,0.0,18.0,-6.0,3.0,9.0,3.0,0.2,18.0,-5.0,5.0,10.0,4.0,0.2222222222222222,17.0,-5.0,7.0,12.0,4.0,0.19047619047619047,17.0,-6.0,8.0,14.0,5.0,0.23809523809523808,16.0,-6.0,10.0,16.0,6.0,0.25,16.0,-6.0,10.0,16.0,6.0,0.24,17.0,-7.0,10.0,17.0,9.0,0.32142857142857145,16.0,-4.0,13.0,17.0,10.0,0.3225806451612903,16.0,-4.0,15.0,19.0,13.0,0.38235294117647056,15.0,0.0,19.0,19.0,13.0,0.35135135135135137,15.0,-5.0,19.0,24.0,16.0,0.4,15.0,-3.0,21.0,24.0,19.0,0.4418604651162791,10.0,-2.0,22.0,24.0,22.0,0.5116279069767442,10.0,1.0,25.0,24.0,22.0,0.4782608695652174,11.0,0.0,25.0,25.0,25.0,0.5319148936170213,10.0,1.0,26.0,25.0,25.0,0.5,11.0,0.0,26.0,26.0,26.0,0.5098039215686274,11.0,0.0,26.0,26.0,29.0,0.5576923076923077,10.0,1.0,27.0,26.0,29.0,0.5272727272727272,10.0,0.0,28.0,28.0,30.0,0.5172413793103449,10.0,0.0,29.0,29.0,30.0,0.4918032786885246,10.0,-1.0,29.0,30.0,33.0,0.5409836065573771,10.0,0.0,31.0,31.0,33.0,0.532258064516129,10.0,-2.0,31.0,33.0,36.0,0.5538461538461539,10.0,0.0,33.0,33.0,39.0,0.5909090909090909,9.0,1.0,34.0,33.0,40.0,0.5797101449275363,10.0,1.0,35.0,34.0,40.0,0.5797101449275363,10.0,0.0,35.0,35.0,40.0,0.5555555555555556,10.0,-3.0,36.0,39.0,40.0,0.5555555555555556,14.0,-5.0,37.0,42.0,40.0,0.5333333333333333,14.0,-6.0,38.0,44.0
2010/2011,FC St. Pauli,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,0.5,7.0,1.0,3.0,2.0,3.0,0.3333333333333333,13.0,0.0,3.0,3.0,4.0,0.3333333333333333,10.0,0.0,4.0,4.0,7.0,0.4666666666666667,9.0,1.0,6.0,5.0,7.0,0.3888888888888889,10.0,-1.0,7.0,8.0,10.0,0.47619047619047616,9.0,0.0,8.0,8.0,13.0,0.6190476190476191,6.0,1.0,11.0,10.0,13.0,0.5416666666666666,10.0,-1.0,11.0,12.0,13.0,0.52,13.0,-3.0,12.0,15.0,13.0,0.4642857142857143,13.0,-6.0,12.0,18.0,13.0,0.41935483870967744,13.0,-7.0,12.0,19.0,14.0,0.4117647058823529,14.0,-7.0,13.0,20.0,14.0,0.3783783783783784,14.0,-10.0,13.0,23.0,17.0,0.425,14.0,-9.0,14.0,23.0,17.0,0.3953488372093023,15.0,-12.0,14.0,26.0,17.0,0.3953488372093023,15.0,-14.0,16.0,30.0,18.0,0.391304347826087,15.0,-14.0,18.0,32.0,19.0,0.40425531914893614,16.0,-14.0,20.0,34.0,22.0,0.44,14.0,-11.0,23.0,34.0,25.0,0.49019607843137253,12.0,-10.0,24.0,34.0,28.0,0.5384615384615384,11.0,-8.0,27.0,35.0,28.0,0.509090909090909,11.0,-10.0,27.0,37.0,28.0,0.4827586206896552,12.0,-11.0,27.0,38.0,28.0,0.45901639344262296,13.0,-16.0,27.0,43.0,28.0,0.45901639344262296,16.0,-17.0,28.0,45.0,28.0,0.45161290322580644,16.0,-18.0,29.0,47.0,28.0,0.4307692307692308,17.0,-20.0,29.0,49.0,28.0,0.42424242424242425,17.0,-21.0,30.0,51.0,29.0,0.42028985507246375,17.0,-21.0,32.0,53.0,29.0,0.42028985507246375,18.0,-23.0,33.0,56.0,29.0,0.4027777777777778,18.0,-25.0,33.0,58.0,29.0,0.4027777777777778,18.0,-32.0,34.0,66.0,29.0,0.38666666666666666,18.0,-33.0,35.0,68.0
2010/2011,Hamburger SV,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,2.0,1.0,6.0,1.0,4.0,3.0,5.0,2.0,7.0,0.7777777777777778,3.0,3.0,6.0,3.0,8.0,0.6666666666666666,5.0,3.0,7.0,4.0,8.0,0.5333333333333333,6.0,1.0,8.0,7.0,8.0,0.4444444444444444,8.0,0.0,10.0,10.0,11.0,0.5238095238095238,7.0,1.0,12.0,11.0,14.0,0.6666666666666666,5.0,2.0,13.0,11.0,15.0,0.625,6.0,2.0,13.0,11.0,15.0,0.6,8.0,1.0,15.0,14.0,18.0,0.6428571428571429,7.0,2.0,17.0,15.0,18.0,0.5806451612903226,9.0,0.0,17.0,17.0,18.0,0.5294117647058824,9.0,-1.0,19.0,20.0,21.0,0.5675675675675675,7.0,1.0,23.0,22.0,21.0,0.525,9.0,0.0,23.0,23.0,21.0,0.4883720930232558,9.0,-2.0,25.0,27.0,24.0,0.5581395348837209,9.0,-1.0,27.0,28.0,27.0,0.5869565217391305,7.0,0.0,28.0,28.0,30.0,0.6382978723404256,6.0,1.0,29.0,28.0,30.0,0.6,7.0,-1.0,29.0,30.0,30.0,0.5882352941176471,8.0,-2.0,29.0,31.0,33.0,0.6346153846153846,7.0,-1.0,30.0,31.0,36.0,0.6545454545454545,7.0,3.0,34.0,31.0,37.0,0.6379310344827587,6.0,3.0,35.0,32.0,37.0,0.6065573770491803,7.0,1.0,37.0,36.0,37.0,0.6065573770491803,8.0,-5.0,37.0,42.0,40.0,0.6451612903225806,7.0,-1.0,43.0,44.0,41.0,0.6307692307692307,7.0,-1.0,43.0,44.0,42.0,0.6363636363636364,7.0,-1.0,44.0,45.0,43.0,0.6231884057971014,7.0,-1.0,44.0,45.0,43.0,0.6231884057971014,7.0,-4.0,44.0,48.0,43.0,0.5972222222222222,8.0,-6.0,44.0,50.0,44.0,0.6111111111111112,7.0,-6.0,45.0,51.0,45.0,0.6,8.0,-6.0,46.0,52.0
2010/2011,Hannover 96,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,1.0,2.0,1.0,6.0,1.0,5.0,2.0,4.0,2.0,7.0,0.7777777777777778,4.0,2.0,6.0,4.0,7.0,0.5833333333333334,7.0,0.0,6.0,6.0,10.0,0.6666666666666666,4.0,3.0,10.0,7.0,13.0,0.7222222222222222,3.0,4.0,11.0,7.0,13.0,0.6190476190476191,3.0,3.0,11.0,8.0,13.0,0.6190476190476191,7.0,0.0,11.0,11.0,16.0,0.6666666666666666,3.0,1.0,13.0,12.0,16.0,0.64,6.0,-3.0,13.0,16.0,16.0,0.5714285714285714,10.0,-7.0,13.0,20.0,19.0,0.6129032258064516,7.0,-6.0,14.0,20.0,22.0,0.6470588235294118,4.0,-5.0,17.0,22.0,25.0,0.6756756756756757,4.0,-2.0,20.0,22.0,28.0,0.7,4.0,-1.0,22.0,23.0,31.0,0.7209302325581395,3.0,0.0,24.0,24.0,31.0,0.7209302325581395,4.0,-2.0,25.0,27.0,34.0,0.7391304347826086,2.0,1.0,28.0,27.0,34.0,0.723404255319149,3.0,0.0,28.0,28.0,34.0,0.68,5.0,-2.0,28.0,30.0,37.0,0.7254901960784313,4.0,-1.0,29.0,30.0,38.0,0.7307692307692307,4.0,-1.0,30.0,31.0,41.0,0.7454545454545455,4.0,2.0,33.0,31.0,44.0,0.7586206896551724,3.0,3.0,34.0,31.0,47.0,0.7704918032786885,3.0,5.0,37.0,32.0,47.0,0.7704918032786885,3.0,1.0,37.0,36.0,50.0,0.8064516129032258,3.0,3.0,39.0,36.0,50.0,0.7692307692307693,4.0,0.0,40.0,40.0,53.0,0.803030303030303,3.0,2.0,42.0,40.0,54.0,0.782608695652174,4.0,2.0,42.0,40.0,57.0,0.8260869565217391,3.0,4.0,45.0,41.0,57.0,0.7916666666666666,4.0,3.0,45.0,42.0,57.0,0.7916666666666666,4.0,2.0,46.0,44.0,60.0,0.8,4.0,4.0,49.0,45.0
2010/2011,SC Freiburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-2.0,1.0,3.0,3.0,0.5,11.0,-1.0,3.0,4.0,6.0,0.6666666666666666,7.0,0.0,5.0,5.0,9.0,0.75,4.0,1.0,6.0,5.0,9.0,0.6,5.0,0.0,7.0,7.0,9.0,0.5,7.0,-1.0,8.0,9.0,12.0,0.5714285714285714,5.0,0.0,11.0,11.0,12.0,0.5714285714285714,9.0,-1.0,12.0,13.0,15.0,0.625,7.0,0.0,14.0,14.0,15.0,0.6,10.0,-2.0,16.0,18.0,18.0,0.6428571428571429,8.0,-1.0,17.0,18.0,21.0,0.6774193548387096,4.0,0.0,18.0,18.0,21.0,0.6176470588235294,6.0,-1.0,19.0,20.0,21.0,0.5675675675675675,8.0,-4.0,19.0,23.0,24.0,0.6,5.0,-3.0,20.0,23.0,27.0,0.627906976744186,5.0,0.0,23.0,23.0,28.0,0.6511627906976745,6.0,0.0,25.0,25.0,29.0,0.6304347826086957,6.0,0.0,27.0,27.0,30.0,0.6382978723404256,7.0,0.0,28.0,28.0,33.0,0.66,6.0,1.0,29.0,28.0,34.0,0.6666666666666666,6.0,1.0,29.0,28.0,34.0,0.6538461538461539,6.0,0.0,29.0,29.0,37.0,0.6727272727272727,6.0,1.0,31.0,30.0,37.0,0.6379310344827587,7.0,0.0,31.0,31.0,37.0,0.6065573770491803,8.0,-2.0,32.0,34.0,37.0,0.6065573770491803,7.0,-3.0,33.0,36.0,37.0,0.5967741935483871,8.0,-4.0,34.0,38.0,38.0,0.5846153846153846,8.0,-4.0,35.0,39.0,41.0,0.6212121212121212,8.0,-3.0,38.0,41.0,41.0,0.5942028985507246,8.0,-6.0,38.0,44.0,41.0,0.5942028985507246,8.0,-8.0,39.0,47.0,44.0,0.6111111111111112,7.0,-6.0,41.0,47.0,44.0,0.6111111111111112,8.0,-8.0,41.0,49.0,44.0,0.5866666666666667,9.0,-9.0,41.0,50.0
